,Title,Weekly Gross,Gross Difference,Average Ticket Price,Seats Sold,Performance Count,Percent Capacity,Capacity Difference,Week Ending,Theater,Potential Gross,Top Ticket Price,Theater Capacity,Preview Count
150,Jagged Little Pill,"$937,820.96","-$83,684.24",$108.73,"8,625",8,95.83%,-3.07%,2020-02-02,Broadhurst Theatre,"$1,241,400.00",$247.00,"1,125",0
151,The Lion King,"$1,405,233.00","-$209,993.00",$113.66,"12,363",8,91.12%,-4.36%,2020-02-02,Minskoff Theatre,"$1,962,847.00",$225.00,"1,696",0
152,Mean Girls,"$758,668.25","-$97,967.75",$84.17,"9,013",8,91.97%,-2.41%,2020-02-02,August Wilson Theatre,"$1,176,000.00",$249.50,"1,225",0
153,Moulin Rouge! The Musical,"$1,610,318.50","-$42,383.50",$154.45,"10,426",8,100.10%,-0.22%,2020-02-02,Al Hirschfeld Theatre,"$1,754,340.00",$399.00,"1,302",0
154,My Name is Lucy Barton,"$543,547.50","$5,745.30",$122.28,"4,445",7,98.30%,-0.55%,2020-02-02,Samuel J. Friedman Theatre,"$754,974.00",$299.00,646,0
155,The Phantom of the Opera,"$741,229.20","-$31,905.00",$74.82,"9,907",8,77.16%,0.31%,2020-02-02,Majestic Theatre,"$1,358,986.00",$213.00,"1,605",0
156,A Soldier's Play,"$379,764.10","$51,653.10",$74.41,"5,104",8,88.49%,-10.76%,2020-02-02,American Airlines Theatre,"$655,256.00",$297.00,721,0
157,Tina: The Tina Turner Musical,"$1,391,542.00","-$144,768.00",$127.90,"10,880",8,92.02%,-5.59%,2020-02-02,Lunt-Fontanne Theatre,"$1,566,688.00",$297.00,"1,478",0
158,To Kill A Mockingbird,"$1,361,256.50","-$132,830.44",$118.26,"11,511",8,100.27%,-0.32%,2020-02-02,Sam S. Shubert Theatre,"$1,751,250.00",$423.00,"1,435",0
159,West Side Story,"$1,431,974.50","-$158,236.00",$117.57,"12,180",0,100.00%,0.00%,2020-02-02,Broadway Theatre,"$1,507,156.00",$373.00,"1,740",7
160,Wicked,"$1,301,830.00","-$167,600.50",$90.42,"14,397",8,99.59%,0.70%,2020-02-02,Gershwin Theatre,"$1,779,845.00",$250.00,"1,807",0
161,Ain't Too Proud—The Life and Times of the Temptations,"$1,254,912.40","-$104,256.90",$123.27,"10,180",8,89.36%,-5.27%,2020-01-26,Imperial Theatre,"$1,520,824.00",$297.00,"1,424",0
162,Aladdin,"$1,118,994.90","-$28,283.50",$85.05,"13,157",8,95.23%,0.98%,2020-01-26,New Amsterdam Theatre,"$1,418,143.00",$227.50,"1,727",0
163,Beetlejuice,"$1,145,688.10","-$211,653.10",$96.28,"11,900",8,99.63%,1.58%,2020-01-26,Winter Garden Theatre,"$1,310,008.00",$323.00,"1,493",0
164,The Book of Mormon,"$1,021,700.80","-$129,734.45",$126.40,"8,083",8,96.50%,-3.29%,2020-01-26,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
165,Chicago,"$628,048.15","-$25,843.15",$83.81,"7,494",8,86.74%,3.57%,2020-01-26,Ambassador Theatre,"$960,444.00",$207.00,"1,080",0
166,Come From Away,"$894,079.84","-$7,256.86",$105.46,"8,478",8,101.31%,-0.20%,2020-01-26,Gerald Schoenfeld Theatre,"$1,108,592.00",$297.00,"1,046",0
167,David Byrne's American Utopia,"$1,180,829.00","$43,325.00",$204.79,"5,766",6,100.00%,0.00%,2020-01-26,Hudson Theatre,"$794,379.00",$329.00,961,0
168,Dear Evan Hansen,"$1,035,421.06","-$23,604.08",$129.65,"7,986",8,101.45%,0.87%,2020-01-26,Music Box Theatre,"$1,234,034.00",$297.00,984,0
169,Frozen,"$1,001,849.00","-$48,996.00",$79.14,"12,659",8,93.97%,3.27%,2020-01-26,St. James Theatre,"$1,156,856.00",$217.50,"1,684",0
170,Grand Horizons,"$216,238.46",$437.78,$49.76,"4,346",5,92.86%,13.33%,2020-01-26,Helen Hayes Theater,"$571,240.00",$199.00,585,3
171,Hadestown,"$1,122,009.00","-$132,162.50",$150.97,"7,432",8,101.20%,-0.18%,2020-01-26,Walter Kerr Theatre,"$1,094,012.00",$299.00,918,0
172,Hamilton,"$2,674,005.00","-$50,594.00",$248.70,"10,752",8,101.51%,-0.06%,2020-01-26,Richard Rodgers Theatre,"$2,605,608.00",$847.00,"1,324",0
173,Harry Potter and the Cursed Child,"$1,018,786.00","-$158,274.00",$78.51,"12,976",8,100.00%,0.00%,2020-01-26,Lyric Theatre,"$991,997.00",$296.50,"1,622",0
174,The Inheritance,"$424,249.50","-$58,004.54",$89.05,"4,764",8,56.82%,-7.42%,2020-01-26,Ethel Barrymore Theatre,"$1,137,638.00",$347.00,"1,048",0
175,Jagged Little Pill,"$1,021,505.20","-$68,220.10",$114.76,"8,901",8,98.90%,-1.46%,2020-01-26,Broadhurst Theatre,"$1,241,400.00",$247.00,"1,125",0
176,The Lion King,"$1,615,226.00","-$72,451.00",$124.68,"12,955",8,95.48%,1.11%,2020-01-26,Minskoff Theatre,"$1,994,566.00",$237.00,"1,696",0
177,Mean Girls,"$856,636.00","-$115,048.50",$92.62,"9,249",8,94.38%,-1.02%,2020-01-26,August Wilson Theatre,"$1,176,000.00",$249.50,"1,225",0
178,Moulin Rouge! The Musical,"$1,652,702.00","-$127,473.50",$158.17,"10,449",8,100.32%,0.29%,2020-01-26,Al Hirschfeld Theatre,"$1,754,340.00",$399.00,"1,302",0
179,My Name is Lucy Barton,"$537,802.20","$129,557.40",$120.31,"4,470",7,98.85%,0.18%,2020-01-26,Samuel J. Friedman Theatre,"$754,974.00",$299.00,646,0
180,The Phantom of the Opera,"$773,134.20","-$107,871.12",$78.35,"9,868",8,76.85%,-0.03%,2020-01-26,Majestic Theatre,"$1,358,986.00",$213.00,"1,605",0
181,A Soldier's Play,"$328,111.00","$7,558.50",$65.50,"5,009",7,99.25%,4.38%,2020-01-26,American Airlines Theatre,"$573,349.00",$297.00,721,0
182,Tina: The Tina Turner Musical,"$1,536,310.00","-$107,452.00",$133.12,"11,541",8,97.61%,-1.78%,2020-01-26,Lunt-Fontanne Theatre,"$1,707,688.00",$297.00,"1,478",0
183,To Kill A Mockingbird,"$1,494,086.94","-$143,075.06",$129.38,"11,548",8,100.59%,-0.42%,2020-01-26,Sam S. Shubert Theatre,"$1,751,250.00",$423.00,"1,435",0
184,West Side Story,"$1,590,210.50","$159,304.50",$114.24,"13,920",0,100.00%,0.00%,2020-01-26,Broadway Theatre,"$1,722,464.00",$373.00,"1,740",8
185,Wicked,"$1,469,430.50","-$3,563.50",$102.79,"14,296",8,98.89%,4.78%,2020-01-26,Gershwin Theatre,"$1,779,845.00",$220.00,"1,807",0
186,Ain't Too Proud—The Life and Times of the Temptations,"$1,359,169.30","$92,284.90",$126.08,"10,780",8,94.63%,5.37%,2020-01-19,Imperial Theatre,"$1,549,294.00",$297.00,"1,424",0
187,Aladdin,"$1,147,278.40","-$12,542.20",$88.10,"13,022",8,94.25%,-1.51%,2020-01-19,New Amsterdam Theatre,"$1,438,078.00",$227.50,"1,727",0
188,Beetlejuice,"$1,357,341.20","$113,347.13",$115.90,"11,711",8,98.05%,-3.34%,2020-01-19,Winter Garden Theatre,"$1,320,148.00",$323.00,"1,493",0
189,The Book of Mormon,"$1,151,435.25","$54,072.75",$137.76,"8,358",8,99.79%,0.32%,2020-01-19,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
190,Chicago,"$653,891.30","$6,481.20",$91.00,"7,186",8,83.17%,-0.88%,2020-01-19,Ambassador Theatre,"$960,444.00",$207.00,"1,080",0
191,Come From Away,"$901,336.70","-$22,546.90",$106.11,"8,494",8,101.51%,-0.13%,2020-01-19,Gerald Schoenfeld Theatre,"$1,108,592.00",$297.00,"1,046",0
192,David Byrne's American Utopia,"$1,137,504.00","$31,434.00",$197.28,"5,766",6,100.00%,0.03%,2020-01-19,Hudson Theatre,"$794,379.00",$329.00,961,0
193,Dear Evan Hansen,"$1,059,025.14","-$47,728.06",$133.75,"7,918",8,100.58%,-0.96%,2020-01-19,Music Box Theatre,"$1,234,034.00",$297.00,984,0
194,Frozen,"$1,050,845.00","-$1,547.50",$86.00,"12,219",8,90.70%,-4.68%,2020-01-19,St. James Theatre,"$1,230,132.00",$217.50,"1,684",0
195,Grand Horizons,"$215,800.68","$2,253.36",$57.98,"3,722",0,79.53%,5.32%,2020-01-19,Helen Hayes Theater,"$571,240.00",$199.00,585,8
196,Hadestown,"$1,254,171.50","$78,974.50",$168.46,"7,445",8,101.38%,0.00%,2020-01-19,Walter Kerr Theatre,"$1,094,012.00",$0.00,918,0
197,Hamilton,"$2,724,599.00","-$39,275.00",$253.26,"10,758",8,101.57%,0.03%,2020-01-19,Richard Rodgers Theatre,"$2,605,608.00",$847.00,"1,324",0
198,Harry Potter and the Cursed Child,"$1,177,060.00","$23,874.00",$90.71,"12,976",8,100.00%,0.00%,2020-01-19,Lyric Theatre,"$1,098,770.50",$296.50,"1,622",0
199,The Inheritance,"$482,254.04","-$18,774.46",$89.54,"5,386",8,64.24%,0.07%,2020-01-19,Ethel Barrymore Theatre,"$1,137,638.00",$347.00,"1,048",0
200,Jagged Little Pill,"$1,089,725.30","$27,667.30",$120.65,"9,032",8,100.36%,-0.66%,2020-01-19,Broadhurst Theatre,"$1,257,760.00",$247.00,"1,125",0
201,The Lion King,"$1,687,677.00","$77,562.00",$131.81,"12,804",8,94.37%,0.35%,2020-01-19,Minskoff Theatre,"$2,038,422.00",$237.00,"1,696",0
202,Mean Girls,"$971,684.50","$80,871.90",$103.93,"9,349",8,95.40%,0.58%,2020-01-19,August Wilson Theatre,"$1,176,000.00",$249.50,"1,225",0
203,Moulin Rouge! The Musical,"$1,780,175.50","-$79,005.50",$170.86,"10,419",8,100.03%,-0.31%,2020-01-19,Al Hirschfeld Theatre,"$1,754,340.00",$499.00,"1,302",0
204,My Name is Lucy Barton,"$408,244.80","-$70,169.60",$91.49,"4,462",5,98.67%,2.14%,2020-01-19,Samuel J. Friedman Theatre,"$646,589.00",$299.00,646,2
205,Oklahoma!,"$672,071.30","$116,620.20",$124.71,"5,389",8,103.48%,4.69%,2020-01-19,Circle in the Square Theatre,"$745,936.00",$249.50,651,0
206,The Phantom of the Opera,"$881,005.32","$79,019.30",$89.24,"9,872",8,76.88%,5.91%,2020-01-19,Majestic Theatre,"$1,387,126.00",$213.00,"1,605",0
207,Slave Play,"$775,716.20","$187,202.10",$122.51,"6,332",8,99.81%,2.43%,2020-01-19,John Golden Theatre,"$832,328.00",$297.00,793,0
208,A Soldier's Play,"$320,552.50","$15,347.50",$58.58,"5,472",0,94.87%,9.90%,2020-01-19,American Airlines Theatre,"$655,256.00",$297.00,721,8
209,Tina: The Tina Turner Musical,"$1,643,762.00","$71,006.00",$139.87,"11,752",8,99.39%,0.62%,2020-01-19,Lunt-Fontanne Theatre,"$1,707,688.00",$297.00,"1,478",0
210,To Kill A Mockingbird,"$1,637,162.00","$120,799.86",$141.18,"11,596",8,101.01%,0.57%,2020-01-19,Sam S. Shubert Theatre,"$1,751,250.00",$423.00,"1,435",0
211,West Side Story,"$1,430,906.00","-$12,504.34",$117.48,"12,180",0,100.00%,0.00%,2020-01-19,Broadway Theatre,"$1,507,156.00",$373.00,"1,740",7
212,Wicked,"$1,472,994.00","$135,169.00",$108.27,"13,605",8,94.11%,2.20%,2020-01-19,Gershwin Theatre,"$1,779,845.00",$230.00,"1,807",0
213,Ain't Too Proud—The Life and Times of the Temptations,"$1,266,884.40","-$240,629.60",$124.60,"10,168",8,89.26%,3.26%,2020-01-12,Imperial Theatre,"$1,520,824.00",$297.00,"1,424",0
214,Aladdin,"$1,159,820.60","-$647,330.00",$87.67,"13,230",8,95.76%,-2.84%,2020-01-12,New Amsterdam Theatre,"$1,418,198.00",$227.50,"1,727",0
215,Beetlejuice,"$1,243,994.07","-$191,804.93",$102.72,"12,110",8,101.39%,-0.80%,2020-01-12,Winter Garden Theatre,"$1,310,008.00",$323.00,"1,493",0
216,The Book of Mormon,"$1,097,362.50","-$312,544.80",$131.70,"8,332",8,99.47%,-3.26%,2020-01-12,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
217,Chicago,"$647,410.10","-$236,394.65",$89.15,"7,262",8,84.05%,-7.59%,2020-01-12,Ambassador Theatre,"$960,444.00",$207.00,"1,080",0
218,Come From Away,"$923,883.60","-$149,497.40",$108.63,"8,505",8,101.64%,-0.46%,2020-01-12,Gerald Schoenfeld Theatre,"$1,108,592.00",$297.00,"1,046",0
219,David Byrne's American Utopia,"$1,106,070.00","-$131,073.50",$191.89,"5,764",6,99.97%,0.24%,2020-01-12,Hudson Theatre,"$794,379.00",$329.00,961,0
220,Dear Evan Hansen,"$1,106,753.20","-$138,293.90",$138.47,"7,993",8,101.54%,-0.02%,2020-01-12,Music Box Theatre,"$1,234,034.00",$297.00,984,0
221,Freestyle Love Supreme,"$1,062,219.00","$90,854.18",$170.83,"6,218",8,101.60%,4.03%,2020-01-12,Booth Theatre,"$884,700.00",$347.00,765,0
222,Frozen,"$1,052,392.50","-$345,389.00",$81.90,"12,850",8,95.38%,-4.48%,2020-01-12,St. James Theatre,"$1,156,856.00",$217.50,"1,684",0
223,Grand Horizons,"$213,547.32","$62,486.41",$61.49,"3,473",0,74.21%,3.29%,2020-01-12,Helen Hayes Theater,"$571,240.00",$199.00,585,8
224,Hadestown,"$1,175,197.00","-$276,092.00",$157.85,"7,445",8,101.38%,-0.02%,2020-01-12,Walter Kerr Theatre,"$1,094,012.00",$0.00,918,0
225,Hamilton,"$2,763,874.00","-$430,537.00",$256.99,"10,755",8,101.54%,-0.02%,2020-01-12,Richard Rodgers Theatre,"$2,605,608.00",$847.00,"1,324",0
226,Harry Potter and the Cursed Child,"$1,153,186.00","-$448,920.00",$88.87,"12,976",8,100.00%,0.00%,2020-01-12,Lyric Theatre,"$1,098,770.50",$296.50,"1,622",0
227,The Inheritance,"$501,028.50","$91,709.00",$93.13,"5,380",8,64.17%,5.31%,2020-01-12,Ethel Barrymore Theatre,"$1,137,638.00",$347.00,"1,048",0
228,Jagged Little Pill,"$1,062,058.00","-$51,236.99",$116.81,"9,092",8,101.02%,1.56%,2020-01-12,Broadhurst Theatre,"$1,241,400.00",$247.00,"1,125",0
229,The Lion King,"$1,610,115.00","-$882,946.00",$126.22,"12,756",8,94.02%,-4.97%,2020-01-12,Minskoff Theatre,"$2,054,371.00",$250.00,"1,696",0
230,Mean Girls,"$890,812.60","-$406,490.15",$95.87,"9,292",8,94.82%,-4.63%,2020-01-12,August Wilson Theatre,"$1,176,000.00",$249.50,"1,225",0
231,Moulin Rouge! The Musical,"$1,859,181.00","-$226,572.50",$177.90,"10,451",8,100.34%,-0.17%,2020-01-12,Al Hirschfeld Theatre,"$1,831,588.00",$499.00,"1,302",0
232,My Name is Lucy Barton,"$478,414.40","$413,116.40",$109.60,"4,365",0,96.53%,0.71%,2020-01-12,Samuel J. Friedman Theatre,"$728,824.00",$299.00,646,7
233,Oklahoma!,"$555,451.10","$34,407.30",$107.96,"5,145",8,98.79%,2.30%,2020-01-12,Circle in the Square Theatre,"$745,936.00",$249.50,651,0
234,The Phantom of the Opera,"$801,986.02","-$573,947.80",$88.01,"9,112",8,70.97%,-28.42%,2020-01-12,Majestic Theatre,"$1,358,986.00",$213.00,"1,605",0
235,Slave Play,"$588,514.10","$46,598.30",$95.26,"6,178",8,97.38%,2.53%,2020-01-12,John Golden Theatre,"$832,328.00",$247.00,793,0
236,A Soldier's Play,"$305,205.00","$19,194.80",$62.27,"4,901",0,84.97%,-12.75%,2020-01-12,American Airlines Theatre,"$655,256.00",$297.00,721,8
237,The Sound Inside,"$630,651.00","$182,735.00",$94.54,"6,671",8,83.55%,14.52%,2020-01-12,Studio 54,"$1,005,888.00",$275.00,998,0
238,Tina: The Tina Turner Musical,"$1,572,756.00","-$15,877.00",$134.67,"11,679",8,98.77%,-1.57%,2020-01-12,Lunt-Fontanne Theatre,"$1,658,568.00",$297.00,"1,478",0
239,To Kill A Mockingbird,"$1,516,362.14","-$208,397.86",$131.50,"11,531",8,100.44%,-0.47%,2020-01-12,Sam S. Shubert Theatre,"$1,723,600.00",$423.00,"1,435",0
240,West Side Story,"$1,443,410.34","-$287,506.66",$118.51,"12,180",0,100.00%,0.00%,2020-01-12,Broadway Theatre,"$1,507,156.00",$373.00,"1,740",7
241,Wicked,"$1,337,825.00","-$862,285.00",$100.69,"13,287",8,91.91%,-7.77%,2020-01-12,Gershwin Theatre,"$1,779,845.00",$240.00,"1,807",0
242,Ain't Too Proud—The Life and Times of the Temptations,"$1,507,514.00","-$357,502.90",$136.77,"11,022",9,86.00%,-13.24%,2020-01-05,Imperial Theatre,"$1,689,532.00",$348.00,"1,424",0
243,Aladdin,"$1,807,150.60","-$655,352.90",$132.66,"13,622",8,98.60%,-0.30%,2020-01-05,New Amsterdam Theatre,"$1,765,395.00",$299.50,"1,727",0
244,Beetlejuice,"$1,435,799.00","-$740,060.12",$134.44,"10,680",7,102.19%,-0.01%,2020-01-05,Winter Garden Theatre,"$1,151,327.00",$373.00,"1,493",0
245,The Book of Mormon,"$1,409,907.30","-$222,180.15",$163.85,"8,605",8,102.73%,-0.73%,2020-01-05,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
246,Chicago,"$883,804.75","-$172,876.95",$111.62,"7,918",8,91.64%,-7.70%,2020-01-05,Ambassador Theatre,"$960,444.00",$227.00,"1,080",0
247,A Christmas Carol,"$418,555.50","-$535,498.90",$88.23,"4,744",8,69.93%,-18.62%,2020-01-05,Lyceum Theatre,"$844,608.00",$313.00,848,0
248,Come From Away,"$1,073,381.00","-$326,525.80",$125.63,"8,544",8,102.10%,0.09%,2020-01-05,Gerald Schoenfeld Theatre,"$1,108,592.00",$297.00,"1,046",0
249,David Byrne's American Utopia,"$1,237,143.50","$134,913.00",$184.40,"6,709",7,99.73%,0.06%,2020-01-05,Hudson Theatre,"$922,575.50",$329.00,961,0
250,Dear Evan Hansen,"$1,245,047.10","-$380,314.64",$155.73,"7,995",8,101.56%,-0.03%,2020-01-05,Music Box Theatre,"$1,248,104.00",$448.00,984,0
251,Derren Brown: Secret,"$661,050.00","-$53,947.50",$110.08,"6,005",7,84.43%,-0.85%,2020-01-05,Cort Theatre,"$791,154.00",$297.00,"1,016",0
252,Freestyle Love Supreme,"$971,364.82","$44,547.82",$162.68,"5,971",8,97.57%,2.28%,2020-01-05,Booth Theatre,"$884,700.00",$297.00,765,0
253,Frozen,"$1,397,781.50","-$788,645.50",$103.90,"13,453",8,99.86%,-0.12%,2020-01-05,St. James Theatre,"$1,423,296.00",$217.50,"1,684",0
254,Grand Horizons,"$151,060.91","-$35,233.89",$45.51,"3,319",0,70.92%,-11.58%,2020-01-05,Helen Hayes Theater,"$571,240.00",$199.00,585,8
255,Hadestown,"$1,451,289.00","-$241,829.50",$194.88,"7,447",8,101.40%,0.11%,2020-01-05,Walter Kerr Theatre,"$1,094,012.00",$499.00,918,0
256,Hamilton,"$3,194,411.00","-$451,909.00",$296.96,"10,757",8,101.56%,0.02%,2020-01-05,Richard Rodgers Theatre,"$2,901,160.00",$996.00,"1,324",0
257,Harry Potter and the Cursed Child,"$1,602,106.00","-$447,204.00",$123.47,"12,976",8,100.00%,0.00%,2020-01-05,Lyric Theatre,"$1,467,315.00",$296.50,"1,622",0
258,The Illusionists – Magic Of The Holidays,"$1,268,153.00","-$735,118.00",$110.09,"11,519",12,69.76%,-9.80%,2020-01-05,Neil Simon Theatre,"$2,393,052.00",$247.00,"1,376",0
259,The Inheritance,"$409,319.50","-$17,046.50",$82.94,"4,935",8,58.86%,3.23%,2020-01-05,Ethel Barrymore Theatre,"$1,137,638.00",$347.00,"1,048",0
260,Jagged Little Pill,"$1,113,294.99","-$163,716.75",$124.38,"8,951",8,99.46%,-0.36%,2020-01-05,Broadhurst Theatre,"$1,241,400.00",$397.00,"1,125",0
261,The Lightning Thief: The Percy Jackson Musical,"$655,762.19",-$393.65,$79.03,"8,298",8,96.67%,2.96%,2020-01-05,Longacre Theatre,"$855,928.00",$197.00,"1,073",0
262,The Lion King,"$2,493,061.00","-$991,123.00",$185.62,"13,431",8,98.99%,-0.77%,2020-01-05,Minskoff Theatre,"$2,694,545.00",$347.00,"1,696",0
263,Mean Girls,"$1,297,302.75","-$487,675.35",$133.11,"9,746",8,99.45%,0.58%,2020-01-05,August Wilson Theatre,"$1,176,000.00",$249.50,"1,225",0
264,Moulin Rouge! The Musical,"$2,085,753.50","-$631,138.00",$199.23,"10,469",8,100.51%,0.29%,2020-01-05,Al Hirschfeld Theatre,"$1,831,588.00",$799.00,"1,302",0
265,My Name is Lucy Barton,"$65,298.00",$0.00,$105.49,619,0,95.82%,0.00%,2020-01-05,Samuel J. Friedman Theatre,"$100,382.00",$299.00,646,1
266,Oklahoma!,"$521,043.80","-$88,518.00",$103.69,"5,025",8,96.49%,0.75%,2020-01-05,Circle in the Square Theatre,"$745,936.00",$249.50,651,0
267,The Phantom of the Opera,"$1,375,933.82","-$663,170.19",$123.21,"11,167",7,99.39%,0.01%,2020-01-05,Majestic Theatre,"$1,194,389.00",$247.00,"1,605",0
268,Slava's Snowshow,"$570,731.75","-$190,131.00",$84.22,"6,777",8,80.30%,2.62%,2020-01-05,Stephen Sondheim Theatre,"$1,234,680.00",$225.00,"1,055",0
269,Slave Play,"$541,915.80","$51,770.30",$90.06,"6,017",8,94.85%,6.56%,2020-01-05,John Golden Theatre,"$832,328.00",$247.00,793,0
270,A Soldier's Play,"$286,010.20","$116,256.20",$57.99,"4,932",0,97.72%,-4.73%,2020-01-05,American Airlines Theatre,"$573,349.00",$297.00,721,7
271,The Sound Inside,"$447,916.00","-$31,450.50",$81.28,"5,511",8,69.03%,-1.92%,2020-01-05,Studio 54,"$1,005,888.00",$275.00,998,0
272,Tina: The Tina Turner Musical,"$1,588,633.00","-$687,936.00",$153.03,"10,381",7,100.34%,-0.11%,2020-01-05,Lunt-Fontanne Theatre,"$1,513,012.00",$323.00,"1,478",0
273,To Kill A Mockingbird,"$1,724,760.00","-$356,158.00",$148.88,"11,585",8,100.91%,-0.11%,2020-01-05,Sam S. Shubert Theatre,"$1,751,250.00",$497.00,"1,435",0
274,Tootsie,"$955,611.30","-$137,265.50",$88.26,"10,827",8,84.48%,-2.36%,2020-01-05,Marquis Theatre,"$1,634,272.00",$297.00,"1,602",0
275,Waitress,"$1,316,747.00","$46,257.30",$155.94,"8,444",8,101.00%,0.70%,2020-01-05,Brooks Atkinson Theatre,"$1,328,984.00",$598.00,"1,045",0
276,West Side Story,"$1,730,917.00","-$76,108.94",$124.35,"13,920",0,100.00%,0.00%,2020-01-05,Broadway Theatre,"$1,722,464.00",$448.00,"1,740",8
277,Wicked,"$2,200,110.00","-$1,017,834.00",$143.25,"15,358",8,99.68%,-0.32%,2020-01-05,Gershwin Theatre,"$1,779,845.00",$240.00,"1,926",0
278,Ain't Too Proud—The Life and Times of the Temptations,"$1,865,016.90","$332,414.00",$164.97,"11,305",8,99.24%,4.07%,2019-12-29,Imperial Theatre,"$1,511,794.00",$348.00,"1,424",0
279,Aladdin,"$2,462,503.50","$871,105.20",$160.19,"15,372",9,98.90%,2.08%,2019-12-29,New Amsterdam Theatre,"$2,606,725.00",$299.50,"1,727",0
280,Beetlejuice,"$2,175,859.12","$758,414.32",$158.44,"13,733",9,102.20%,4.05%,2019-12-29,Winter Garden Theatre,"$1,478,829.00",$373.00,"1,493",0
281,The Book of Mormon,"$1,632,087.45","$349,043.05",$188.33,"8,666",8,103.46%,3.69%,2019-12-29,Eugene O'Neill Theatre,"$1,190,502.00",$477.50,"1,047",0
282,Chicago,"$1,056,681.70","$446,205.69",$123.11,"8,583",8,99.34%,26.61%,2019-12-29,Ambassador Theatre,"$960,444.00",$227.00,"1,080",0
283,A Christmas Carol,"$954,054.40","$93,928.43",$141.17,"6,758",9,88.55%,-9.40%,2019-12-29,Lyceum Theatre,"$954,424.00",$313.00,848,0
284,Come From Away,"$1,399,906.80","$324,066.67",$164.00,"8,536",8,102.01%,0.95%,2019-12-29,Gerald Schoenfeld Theatre,"$1,133,892.00",$297.00,"1,046",0
285,David Byrne's American Utopia,"$1,102,230.50","$100,739.25",$191.79,"5,747",6,99.67%,0.43%,2019-12-29,Hudson Theatre,"$794,379.00",$329.00,961,0
286,Dear Evan Hansen,"$1,625,361.74","$325,343.24",$203.25,"7,997",8,101.59%,0.07%,2019-12-29,Music Box Theatre,"$1,262,174.00",$448.00,984,0
287,Derren Brown: Secret,"$714,997.50","$203,572.40",$117.89,"6,065",7,85.28%,13.43%,2019-12-29,Cort Theatre,"$791,154.00",$297.00,"1,016",0
288,Freestyle Love Supreme,"$926,817.00","$107,207.88",$158.92,"5,832",8,95.29%,2.76%,2019-12-29,Booth Theatre,"$884,700.00",$297.00,765,0
289,Frozen,"$2,186,427.00","$935,763.50",$144.29,"15,153",9,99.98%,1.11%,2019-12-29,St. James Theatre,"$2,038,392.00",$225.00,"1,684",0
290,Grand Horizons,"$186,294.80",$0.00,$48.25,"3,861",0,82.50%,0.00%,2019-12-29,Helen Hayes Theater,"$571,240.00",$199.00,585,8
291,Hadestown,"$1,693,118.50","$332,040.50",$227.60,"7,439",8,101.29%,0.13%,2019-12-29,Walter Kerr Theatre,"$1,094,012.00",$499.00,918,0
292,Hamilton,"$3,646,320.00","$442,704.00",$339.03,"10,755",8,101.54%,0.00%,2019-12-29,Richard Rodgers Theatre,"$2,901,160.00",$996.00,"1,324",0
293,"Harry Connick, Jr.—A Celebration of Cole Porter","$1,444,944.50","$229,581.50",$161.83,"8,929",8,93.01%,5.71%,2019-12-29,Nederlander Theatre,"$1,789,360.00",$353.50,"1,200",0
294,Harry Potter and the Cursed Child,"$2,049,310.00","$665,330.00",$157.93,"12,976",8,100.00%,0.00%,2019-12-29,Lyric Theatre,"$1,867,268.00",$296.50,"1,622",0
295,The Illusionists – Magic Of The Holidays,"$2,003,271.00","$1,039,852.40",$114.36,"17,517",16,79.56%,-5.33%,2019-12-29,Neil Simon Theatre,"$3,126,436.00",$247.00,"1,376",0
296,The Inheritance,"$426,366.00","-$8,788.00",$91.42,"4,664",8,55.63%,1.38%,2019-12-29,Ethel Barrymore Theatre,"$1,137,638.00",$347.00,"1,048",0
297,Jagged Little Pill,"$1,277,011.74","$244,911.94",$142.14,"8,984",8,99.82%,6.63%,2019-12-29,Broadhurst Theatre,"$1,257,760.00",$397.00,"1,125",0
298,The Lightning Thief: The Percy Jackson Musical,"$656,155.84","$269,426.18",$81.57,"8,044",8,93.71%,24.03%,2019-12-29,Longacre Theatre,"$869,008.00",$197.00,"1,073",0
299,The Lion King,"$3,484,184.00","$1,229,839.00",$228.82,"15,227",9,99.76%,4.85%,2019-12-29,Minskoff Theatre,"$3,524,602.00",$427.00,"1,696",0
300,Mean Girls,"$1,784,978.10","$615,758.05",$163.76,"10,900",9,98.87%,3.34%,2019-12-29,August Wilson Theatre,"$1,323,000.00",$249.50,"1,225",0
301,Moulin Rouge! The Musical,"$2,716,891.50","$865,909.00",$231.34,"11,744",9,100.22%,0.22%,2019-12-29,Al Hirschfeld Theatre,"$2,060,536.50",$799.00,"1,302",0
302,Oklahoma!,"$609,561.80","$172,711.30",$122.25,"4,986",8,95.74%,9.80%,2019-12-29,Circle in the Square Theatre,"$745,936.00",$249.50,651,0
303,The Phantom of the Opera,"$2,039,104.01","$872,341.03",$142.04,"14,356",9,99.38%,15.28%,2019-12-29,Majestic Theatre,"$1,551,723.00",$247.00,"1,605",0
304,Slava's Snowshow,"$760,862.75","$241,328.25",$103.15,"7,376",9,77.68%,12.56%,2019-12-29,Stephen Sondheim Theatre,"$1,389,015.00",$225.00,"1,055",0
